Iter	RQ1	ASQ1	SHSQ1	RQ15	ASQ15	SHSQ15	RS	ASS	SHSS
28600	4,51017	2,32533	3,08057	4,25963	1,87327	2,7319	6,02967	3,00467	4,20413
28700	4,5501	2,37357	3,04677	4,2922	1,91893	2,88763	6,0367	3,29	4,2344
28800	4,54443	2,35937	3,09297	4,27757	1,8715	2,69513	6,00553	3,19773	4,31063
28900	4,57673	2,40403	3,07547	4,34227	1,93453	2,76127	6,06057	3,28897	4,26343
29000	4,56833	2,38383	3,16833	4,3414	1,91587	2,78747	6,1371	3,17713	4,30063
29100	4,64497	2,39993	3,11807	4,34917	1,898	2,77687	6,1389	3,78053	4,2901
29200	4,60267	2,41197	3,12183	4,3515	1,9379	2,80073	6,12023	3,30793	4,30167
29300	4,6299	2,40533	3,22983	4,3776	1,88153	2,8479	6,21203	3,19837	4,31517
29400	4,83293	2,47043	3,2097	4,4017	1,90983	2,8951	6,26117	3,20863	4,3222
29500	4,6834	2,40437	3,15727	4,43043	1,89817	2,7861	6,2334	3,20557	4,3932
29600	4,69103	2,41317	3,24683	4,45427	1,97787	2,84687	6,28237	3,2421	4,37357
29700	4,72567	2,4319	3,23167	4,48157	1,91777	2,8451	6,29853	3,28557	4,39167
29800	4,72713	2,4796	3,2156	4,46607	1,93753	2,93233	6,2524	3,03607	4,39863
29900	4,752	2,4372	3,224	4,48433	1,9413	2,87143	6,26273	3,31123	4,4487
30000	4,7682	2,4806	3,2811	4,5062	1,9542	2,99883	6,37833	3,28797	4,4255
30100	4,8029	2,48777	3,23153	4,51877	2,0249	2,89883	6,34513	3,3009	4,43527
30200	4,78473	2,47233	3,25783	4,56577	1,9474	2,91443	6,36	3,2444	4,4653
30300	4,80803	2,49347	3,2789	4,51747	1,9795	2,90097	6,3958	3,33237	4,4952
30400	4,84707	2,48573	3,2654	4,58553	1,9725	2,897	6,39173	3,5686	4,52393
30500	4,87793	2,51213	3,31117	4,58537	2,00267	2,86657	6,45903	3,2908	4,50943
30600	4,86563	2,50703	3,30113	4,5814	1,96357	2,87777	6,4644	3,29597	4,54187
30700	4,89417	2,53363	3,29807	4,61913	2,04237	2,94213	6,50587	3,51293	4,5408
30800	4,91617	2,5182	3,30357	4,63797	2,04913	2,93867	6,51743	3,43307	4,57813
30900	4,92967	2,55027	3,4941	4,8271	2,01613	3,00337	6,51937	3,43487	4,54407
31000	5,0265	2,55233	3,38397	4,67753	2,03743	2,96417	6,59977	3,22933	4,58253
31100	5,15217	2,58697	3,35207	4,6867	2,01667	2,939	6,59047	3,35067	4,6276
31200	4,97207	2,5784	3,39287	4,69277	2,0232	3,00233	6,69043	3,3239	4,63367
31300	5,02747	2,56413	3,3751	4,69793	2,06427	2,99963	6,66783	3,507	4,68957
31400	5,0299	2,57683	3,3947	4,7392	2,10947	2,95603	6,69257	3,42317	4,65863
31500	5,06153	2,54237	3,4417	4,75193	2,01947	2,98673	6,6897	3,37423	4,6497
31600	5,0407	2,5853	3,41797	4,75533	2,0006	3,0063	6,6808	3,76093	4,6824
31700	5,067	2,5969	3,42647	4,81477	2,08717	3,0226	6,7125	3,54523	4,70363
31800	5,0589	2,5618	3,43727	4,79863	2,08483	3,0478	6,7433	3,6362	4,72563
31900	5,12157	2,70003	3,4832	4,79703	2,17813	3,07407	6,74617	3,40897	5,13277
32000	5,14027	2,66937	3,48687	4,8608	2,127	3,0858	6,8051	3,44963	4,7309
32100	5,1272	2,78953	3,4954	4,83773	2,03363	3,11653	6,81443	3,38203	4,7952
32200	5,17153	2,6445	3,4594	4,87687	2,157	3,08977	6,79283	3,44057	4,79997
32300	5,15733	2,64703	3,4951	4,87293	2,1101	3,11667	6,91227	3,60947	4,79453
32400	5,2405	2,6477	3,5136	4,92213	2,09953	3,1297	6,8829	3,4933	4,81047
32500	5,2186	2,64787	3,53727	4,90803	2,14487	3,1171	7,06573	3,70663	4,8346
32600	5,20643	2,69653	3,56223	4,94637	2,1275	3,1651	6,96297	3,50827	4,8557
32700	5,22713	2,72717	3,56873	4,94093	2,1498	3,14813	7,11243	3,6851	4,86147
32800	5,25943	2,72987	3,53423	4,9435	2,23503	3,13747	6,97107	3,7301	4,83833
32900	5,26667	2,71247	3,5888	4,98107	2,17837	3,17097	7,048	3,4846	4,89573
33000	5,28553	2,7451	3,58837	4,98323	2,18987	3,15903	7,03767	3,60343	4,88737
33100	5,29087	2,76983	3,62427	5,00807	2,1868	3,19737	7,03627	3,56107	4,94843
33200	5,31423	2,7706	3,61863	5,0208	2,1823	3,24187	7,11333	3,57407	4,97043
33300	5,3398	2,7962	3,5888	5,01963	2,1719	3,20833	7,0754	3,5829	4,97477
33400	5,34597	2,77817	3,5818	5,01847	2,25957	3,1827	7,1282	3,37743	4,94237
33500	5,4199	2,738	3,63187	5,14427	2,185	3,1609	7,1548	3,8103	4,96553
33600	5,3889	2,7827	3,98283	5,08003	2,25427	3,19887	7,30043	3,6871	5,03197
33700	5,40263	2,79657	3,6337	5,0801	2,26647	3,209	7,21297	3,84163	4,99293
33800	5,41243	2,78393	3,6507	5,111	2,23017	3,28817	7,23277	3,89	5,0559
33900	5,42493	2,78987	3,68893	5,13407	2,27703	3,3127	7,21597	3,66537	5,06723
34000	5,45247	2,80897	3,71293	5,19387	2,2316	3,3025	7,24147	3,87853	5,19137
34100	5,46477	2,83213	3,74613	5,1603	2,26067	3,27267	7,31667	3,55777	5,08073
34200	5,53743	2,84027	3,70563	5,20437	2,3038	3,3087	7,2562	3,9434	5,08443
34300	5,5366	2,93883	3,7933	5,2473	2,2793	3,29343	7,32497	3,71207	5,11103
34400	5,5217	2,88983	3,7558	5,2297	2,2753	3,2602	7,42567	3,79593	5,17933
34500	5,5265	2,8811	3,752	5,2291	2,2638	3,27727	7,38593	3,80703	5,12873
34600	5,60093	2,8699	3,6847	5,2705	2,33073	3,3189	7,40897	3,61983	5,13997
34700	5,5532	2,87657	3,72417	5,4228	2,29697	3,31843	7,38407	4,10417	5,16353
34800	5,6257	2,847	3,76283	5,2654	2,22387	3,34653	7,45787	3,87013	5,2208
34900	5,61723	2,9294	3,81563	5,30143	2,30673	3,36357	7,45907	3,89983	5,18867
35000	5,6493	2,90157	3,79483	5,31897	2,31727	3,3087	7,4794	4,0022	5,17687
35100	5,61233	2,8846	3,76823	5,3053	2,31773	3,3701	7,63173	3,78177	5,2482
35200	5,6716	2,90097	3,8391	5,34957	2,3577	3,44307	7,85383	4,18253	5,2436
35300	5,7162	2,97307	3,86617	5,37203	2,263	3,37053	7,5701	3,81123	5,24273
35400	5,72973	2,9001	3,84677	5,42657	2,3155	3,39693	7,5773	3,92253	5,26377
35500	5,72057	2,9641	3,84153	5,36987	2,52123	3,38457	7,66093	4,17277	5,26277
35600	5,7493	2,934	3,80367	5,45223	2,34427	3,41387	7,6095	3,9615	5,3176
35700	5,7489	2,9709	3,85417	5,43697	2,32137	3,41133	7,63833	3,93337	5,35707
35800	5,77643	3,0076	3,85277	5,44833	2,35543	3,44143	7,72237	4,12363	5,37773
35900	5,8075	3,01497	3,8872	5,4658	2,4451	3,39417	7,7331	4,13833	5,35187
36000	5,8175	3,03357	3,90067	5,53433	2,36103	3,46633	7,77453	3,9495	5,4014
36100	5,86123	2,97907	3,90853	5,7069	2,30543	3,5519	7,71577	3,8857	5,35727
36200	5,83643	3,00303	3,94537	5,50943	2,41857	3,499	7,7393	3,9013	5,37347
36300	5,88703	3,01347	3,91573	5,51923	2,3808	3,52127	7,84833	4,30673	5,47377
36400	5,8741	3,05097	3,93377	5,51667	2,39707	3,42927	7,83327	4,07687	5,39613
36500	5,92903	3,06823	3,9758	5,60887	2,39883	3,49857	7,82903	3,96223	5,56887
36600	5,90303	3,09787	3,992	5,5666	2,44963	3,5168	7,8492	3,9707	5,4604
36700	5,9448	3,0544	3,95007	5,59457	2,42883	3,47367	7,90333	4,03647	5,4714
36800	5,95463	3,10087	4,046	5,62287	2,42467	3,57663	7,89473	4,2605	5,4893
36900	5,9807	3,12507	4,0259	5,61333	2,4377	3,5625	7,9279	4,34713	5,5134
37000	6,02223	3,0767	4,0418	5,64377	2,4535	3,53483	8,0349	4,33703	5,52003
37100	6,02293	3,11597	3,99627	5,6747	2,45317	3,52953	7,98643	4,23673	5,5259
37200	6,04467	3,09647	3,99337	5,6758	2,4781	3,555	7,99073	4,30337	5,53773
37300	6,0391	3,10973	4,0108	5,71637	2,51027	3,6015	8,01493	4,03793	5,5386
37400	6,07207	3,1378	4,0625	5,7117	2,4827	3,66097	8,04843	4,23123	5,5614
37500	6,0648	3,1203	4,06937	5,73703	2,4765	3,64347	8,1807	4,22183	5,5922
37600	6,1105	3,1087	4,04437	5,75477	2,52823	3,5912	8,0723	4,15727	5,59513
37700	6,10927	3,14663	4,0714	5,7703	2,52423	3,62423	8,1181	4,1781	5,5808
37800	6,20487	3,21047	4,11483	5,7678	2,52567	3,61093	8,23333	4,21883	5,63197
37900	6,14853	3,1666	4,1133	5,8015	2,4697	3,82343	8,16887	4,09647	5,6372
38000	6,133	3,1303	4,09973	5,7922	2,5371	3,65383	8,23887	4,33577	5,69103
38100	6,16403	3,1835	4,10893	5,80243	2,4915	3,68213	8,24183	4,41203	5,70197
38200	6,17933	3,1817	4,13147	5,8528	2,54277	3,64747	8,25113	4,1537	5,68137
38300	6,30317	3,24127	4,2899	5,8714	2,574	3,66707	8,29197	4,34233	5,72017
38400	6,21957	3,23807	4,17227	5,8525	2,5505	3,71123	8,28853	4,20677	5,7098
38500	6,24907	3,2029	4,11413	5,9399	2,55977	3,67233	8,30027	4,39107	5,70873
38600	6,2595	3,21317	4,12827	5,9088	2,55023	3,69667	8,31967	4,20233	5,76197
38700	6,28897	3,23833	4,1481	5,9032	2,6467	3,67043	8,3217	4,42267	5,7797
38800	6,32983	3,2133	4,1599	5,95923	2,58123	3,6528	8,42597	4,53867	5,7772
38900	6,30097	3,2337	4,17233	5,9715	2,5563	3,75817	8,36213	4,35553	5,77167
39000	6,33207	3,2422	4,2219	5,96187	2,59567	3,73107	8,4348	4,5568	5,851
39100	6,38457	3,20677	4,2361	6,00293	2,58437	3,70427	8,4376	4,32087	5,8215
39200	6,37997	3,28807	4,257	6,00913	2,5822	3,79897	8,93543	4,48787	6,0342
39300	6,36207	3,27437	4,29383	5,9952	2,60317	3,7426	8,51363	4,27543	5,86507
39400	6,3925	3,3053	4,27967	6,01713	2,6456	3,8127	8,55887	4,3601	5,8963
39500	6,3943	3,26463	4,2479	6,0296	2,6431	3,77073	8,5857	4,57103	5,91317
39600	6,46217	3,28433	4,44107	6,0673	2,51347	3,8455	8,5297	4,4794	5,89367
39700	6,452	3,28087	4,3815	6,10413	2,6186	3,76967	8,60573	4,7657	5,91497
39800	6,48543	3,33737	4,2988	6,12153	2,63727	3,8155	8,68183	4,645	5,90423
39900	6,46677	3,3102	4,3216	6,14037	2,6957	3,86977	8,75827	4,595	6,33147
40000	6,5406	3,32713	4,4174	6,16027	2,649	3,81003	8,6354	4,68347	6,04307
40100	6,508	3,39457	4,3765	6,11123	2,6949	3,85647	8,72173	4,7747	5,96077
40200	6,51403	3,38467	4,29653	6,1872	2,71883	3,85357	8,6763	4,85303	6,00807
40300	6,54417	3,4617	4,3371	6,16433	2,71577	3,90447	8,79277	4,7375	6,04163
40400	6,60243	3,40783	4,37283	6,30793	2,7531	3,87997	8,7945	4,5187	6,03817
40500	6,57627	3,53043	4,4754	6,22373	2,70823	3,86617	8,85923	4,62437	6,0404
40600	6,61887	3,35583	4,43307	6,24567	2,64613	3,93597	8,79183	4,3501	6,02857
40700	6,63553	3,3669	4,31123	6,28027	2,68823	3,8934	8,76533	4,47587	6,05
40800	6,6419	3,45827	4,367	6,25003	2,77623	3,86893	8,85343	4,78067	6,0878
40900	6,66007	3,41487	4,4547	6,25717	2,7286	3,95247	8,84993	4,48423	6,07637
41000	6,68077	3,38687	4,393	6,28797	2,74977	3,93077	8,92403	4,42793	6,08303
41100	6,71387	3,44077	4,45337	6,33933	2,78537	3,99113	8,96623	4,7457	6,1329
41200	6,76637	3,40657	4,4345	6,4084	2,7067	3,91697	8,96653	4,72843	6,1629
41300	6,7434	3,42823	4,3853	6,35017	2,72323	3,92033	9,0216	4,62087	6,17807
41400	6,75167	3,4537	4,4233	6,33447	2,8218	3,90727	9,02823	4,53497	6,17633
41500	6,77953	3,4947	4,49373	6,39343	2,74203	3,97163	9,01077	4,6168	6,21933
41600	6,7856	4,31997	4,9268	6,4119	2,8936	3,94093	9,0949	4,6775	6,1908
41700	6,78997	3,48657	4,4831	6,4061	2,74897	4,14583	9,05733	4,82413	6,2261
41800	6,85793	3,49403	4,51257	6,42143	2,76103	3,94037	9,0825	4,9102	6,22733
41900	6,82087	3,63713	4,5467	6,49463	2,79963	3,9724	9,1215	4,88823	6,23793
42000	6,8766	3,5251	4,50367	6,50077	2,85683	4,01473	9,1507	4,6269	6,45763
42100	6,87473	3,5326	4,51057	6,5011	2,81757	3,99557	9,09397	4,5838	6,25553
42200	6,92557	3,52167	4,58487	6,536	2,82823	4,0667	9,11493	4,9621	6,2927
42300	6,972	3,52033	4,57163	6,484	2,9193	4,05497	9,1572	5,03537	6,30737
42400	6,9152	3,53677	4,59187	6,57443	2,9104	4,05793	9,28363	4,8395	6,28773
42500	6,95573	3,54553	4,58947	6,5305	2,8393	4,1327	9,22553	4,67693	6,3281
42600	6,96037	3,54673	4,55587	6,5541	2,81233	4,05313	9,30467	4,71333	6,35923
42700	6,9974	3,59307	4,62023	6,60353	2,9107	4,05543	9,30443	4,9571	6,36317
42800	7,01577	3,64287	4,6243	6,72143	2,85697	4,1906	9,32583	4,81053	6,33033
42900	7,02197	3,5772	4,6008	6,7212	3,11367	4,1557	9,75887	5,0685	6,41723
43000	7,0328	3,61333	4,64587	6,66927	2,80223	4,13043	9,82743	4,84437	6,42713
43100	7,06263	3,83143	4,65467	6,69883	2,89067	4,07457	9,3353	5,12547	6,41077
43200	7,1288	3,59303	4,59017	6,7611	2,9105	4,1289	9,61817	4,85997	6,4857
43300	7,07817	3,62783	4,6461	6,71	2,92967	4,20027	9,63083	4,86547	6,45223
43400	7,11933	3,67623	4,6347	6,73023	2,93907	4,10183	9,4934	5,23833	6,4306
43500	7,20747	3,6077	4,64077	6,75117	2,8647	4,077	9,4994	4,9775	6,46607
43600	7,185	3,6677	4,66417	6,7272	2,946	4,20337	9,5288	5,01107	6,48127
43700	7,1918	3,65677	4,7778	6,83893	2,95817	4,1061	9,57327	5,1254	6,5013
43800	7,18933	3,6677	4,70167	6,79353	2,9486	4,11423	9,59667	4,68147	6,54963
43900	7,20757	3,66867	4,6299	6,83323	2,86653	4,14433	9,59627	4,9958	6,49597
44000	7,25483	3,7099	4,7514	6,8352	2,95987	4,2365	9,58037	5,00747	6,52313
44100	7,22663	3,93507	4,7188	6,80437	3,07933	4,28057	9,68493	4,9371	6,58337
44200	7,26023	3,7424	4,73307	6,88353	2,92177	4,19833	9,61957	5,07983	6,7448
44300	7,24807	3,72297	4,73517	6,8687	2,947	4,19723	9,76263	5,0474	6,56387
44400	7,41667	3,75293	4,74257	6,8681	3,0462	4,22487	9,86783	4,86307	6,59273
44500	7,32653	3,75237	4,74703	6,9091	3,05907	4,2504	9,7818	5,09337	6,5975
44600	7,33813	3,71333	4,7799	6,90157	3,00813	4,35737	9,72027	4,6353	6,5901
44700	7,36093	3,79353	4,754	6,94647	3,05393	4,22937	9,8013	5,05717	6,66837
44800	7,3228	3,7444	4,8396	7,00503	3,0243	4,34147	9,79293	4,82483	6,63493
44900	7,35727	3,8084	4,7242	6,9943	2,99803	4,24793	9,8849	4,77953	6,62
45000	7,4273	3,8232	4,7749	6,97163	3,03557	4,30157	9,81317	5,60177	6,6757
45100	7,43583	3,81983	4,79393	7,0317	3,0138	4,31447	9,85587	5,1105	6,65847
45200	7,46353	3,86377	4,78547	6,98817	3,0336	4,3151	10,0382	4,97197	6,80877
45300	7,4408	3,8125	4,72673	7,06177	3,0014	4,32673	9,91697	5,13097	6,6744
45400	7,48817	3,85227	4,8617	7,02947	3,02573	4,3608	9,93403	5,27417	6,68153
45500	7,54137	3,8187	4,98003	7,09433	3,09267	4,2885	10,0129	4,94353	6,74137
45600	7,58183	3,7908	4,84863	7,02803	3,05917	4,2886	9,97083	5,23217	6,7081
45700	7,58513	3,8592	4,84773	7,38303	3,06103	4,30267	10,0192	5,2717	6,81417
45800	7,53637	3,87153	4,88253	7,1212	3,06267	4,3648	10,1032	5,15937	6,7517
45900	7,629	3,87243	4,87897	7,28987	3,11377	4,3383	10,0565	5,53063	6,80513
46000	7,55093	3,90167	4,86047	7,14033	3,05807	4,31923	10,1071	5,1461	6,86557
46100	7,61607	3,9283	4,8954	7,19067	3,06567	4,38443	10,1676	5,47997	6,78073
46200	7,65983	3,94603	4,86383	7,14113	3,17447	4,3954	10,133	5,43183	6,80427
46300	7,62423	3,9228	4,9536	7,17037	3,08323	4,41467	10,1581	5,38377	6,95553
46400	7,65053	3,93103	4,90203	7,20037	3,113	4,3913	10,3169	5,11327	6,8206
46500	7,64683	3,83623	4,89317	7,2644	3,09637	4,415	10,1345	5,3661	6,82283
46600	7,7074	3,96863	4,8592	7,4005	3,11013	4,40127	10,2172	5,23973	6,88633
46700	7,70517	3,94207	4,9624	7,23633	3,1505	4,40737	10,2587	5,14947	6,82117
46800	7,7483	3,96483	4,87607	7,30923	3,15463	4,4456	10,2226	5,01763	6,86663
46900	7,73247	3,8962	4,8806	7,35747	3,17547	4,40817	10,2697	5,39653	6,91027
47000	7,7434	3,90707	4,8755	7,33877	3,1647	4,4271	10,4781	5,25707	6,871
47100	7,80237	4,024	4,98523	7,32293	3,2238	4,50303	10,2994	5,56823	6,89863
47200	7,77777	4,0319	4,95523	7,3243	3,2657	4,5056	10,4106	5,36493	6,9603
47300	7,81113	4,0056	4,96257	7,38243	3,27907	4,49283	10,3224	5,2814	7,03427
47400	7,90357	4,00133	5,0225	7,40013	3,23293	4,51477	10,5307	4,93783	6,96577
47500	7,863	4,025	4,91823	7,4398	3,18323	4,52637	10,4695	5,26713	6,9425
47600	7,88067	4,07607	4,88347	7,44643	3,21017	4,47067	10,5875	5,0764	6,9498
47700	8,53393	4,41567	4,94377	7,45347	3,2502	4,51693	10,5228	5,65203	7,02737
47800	7,8783	4,06017	4,93877	7,4297	3,2382	4,51787	10,4632	5,40257	6,9864
47900	7,89283	4,05743	5,0297	7,46927	3,1392	4,51737	10,4717	5,61623	6,96363
48000	7,93673	4,0758	4,94547	7,46417	3,25553	4,4433	10,5343	5,6409	7,11953
48100	7,92763	4,03697	4,9463	7,47283	3,31847	4,46697	10,6402	5,44057	6,9705
48200	7,9735	4,08087	4,96107	7,54957	3,30587	4,6119	10,5398	5,69287	6,96553
48300	7,98643	4,07263	4,9639	7,52833	3,19513	4,52917	10,6209	5,36137	7,0427
48400	8,01027	4,0329	4,91623	7,5458	3,29143	4,45453	10,6969	5,68243	7,0124
48500	8,01063	4,07413	5,0895	7,5627	3,3463	4,5243	10,6578	5,62973	7,12703
48600	8,07747	4,0609	4,9267	7,5767	3,2392	4,53237	10,6402	5,88687	7,0232
48700	8,0583	4,1345	5,02703	7,5807	3,7086	4,55367	10,6747	5,47927	7,04303
48800	8,09083	4,07367	4,9524	7,60177	3,3028	4,53223	10,8117	5,45703	7,01
48900	8,0712	4,15657	4,9652	7,56313	3,26633	4,56673	10,7826	5,4159	7,045
49000	8,14963	4,11697	4,8606	7,6271	3,29733	4,47023	10,7217	5,69547	6,99367
49100	8,15513	4,16273	4,90733	7,7628	3,4568	4,5264	10,8967	5,90387	6,9624
49200	8,1195	4,1428	4,87677	7,64327	3,26573	4,51343	10,8245	5,6004	6,9464
49300	8,16597	4,21997	4,80407	7,6502	3,37793	4,44657	10,901	5,7477	7,218
49400	8,20137	4,19907	4,77683	7,70917	3,3873	4,41943	10,9804	5,93667	6,94697
49500	8,20737	4,2159	4,80287	7,75107	3,4847	4,43383	10,9341	5,3236	6,97537
49600	8,3036	4,19763	4,73513	7,74713	3,43833	4,39243	10,9595	5,699	6,98063
49700	8,62267	4,15743	4,6223	7,75963	3,2866	4,24953	10,9683	6,11743	6,7209
49800	8,21657	4,2232	4,49423	7,73713	3,33487	4,06607	11,0809	5,68773	6,55843
49900	8,27177	4,2364	4,26353	7,8045	3,3278	3,60377	11,0243	5,71597	6,29537
50000	8,3322	4,1966	3,90163	7,87953	3,31383	2,92313	11,023	5,67303	5,33023
